TckrSymb	Dt	OpnIntrst	FrstPric	MinPric	MaxPric	TradAvrgPric	LastPric
ITUBC284	2022-02-04	537100	0.19	0.19	0.23	0.21	0.21
UGPAC168	2022-02-04	93400	0.22	0.22	0.22	0.22	0.22
ABCB4	2022-02-04	-	16.17	15.98	16.23	16.1	16.14
ITUBB216	2022-02-04	2097800	0.6	0.56	0.83	0.71	0.72
BRSR3	2022-02-04	-	11.81	11.5	11.91	11.59	11.7
BBDCO186	2022-02-04	191100	0.06	0.05	0.06	0.05	0.05
ITUBB221	2022-02-04	1063200	3.77	3.75	3.77	3.75	3.75
SANBN317	2022-02-04	224000	0.56	0.49	0.77	0.56	0.51
ITSAO916	2022-02-04	60700	0.07	0.05	0.07	0.05	0.05
BBDCO176	2022-02-04	321200	0.07	0.06	0.07	0.06	0.07
ITUBO199	2022-02-04	294400	0.14	0.14	0.14	0.14	0.14
BBDCC195	2022-02-04	26000	0.43	0.43	0.45	0.44	0.45
BBDCK262	2022-02-04	3020600	2.07	2.07	2.07	2.07	2.07
UGPAO123	2022-02-04	719600	0.17	0.17	0.21	0.19	0.21
ITUBT238	2022-02-04	-	1.1	1.1	1.1	1.1	1.1
ITUBF286	2022-02-04	10000	0.85	0.85	0.85	0.85	0.85
SANBB277	2022-02-04	9200	4.35	4.35	4.35	4.35	4.35
ITUBO214	2022-02-04	58100	0.17	0.04	0.17	0.1	0.04
BRAPO280	2022-02-04	74900	1.09	0.85	1.09	0.96	0.85
BRAP3F	2022-02-04	-	25.4	25.18	26	25.65	26
ITUBN224	2022-02-04	1004300	0.05	0.03	0.05	0.04	0.03
ITUBK260	2022-02-04	400	3.75	3.75	3.75	3.75	3.75
BBDCO190	2022-02-04	13500	0.69	0.69	0.69	0.69	0.69
BAZA3F	2022-02-04	-	40.03	39	40.05	39.52	40.05
BBDCN246	2022-02-04	156900	1.59	1.36	1.59	1.43	1.36
SANBN322	2022-02-04	68500	0.92	0.59	0.95	0.79	0.7
ITUBQ283	2022-02-04	280000	3.05	3.04	3.15	3.08	3.13
ITUBO269	2022-02-04	37000	1.45	1.45	1.45	1.45	1.45
ITSAC970	2022-02-04	18072	1.23	1.23	1.34	1.33	1.34
BRAPN265	2022-02-04	72700	0.21	0.14	0.21	0.19	0.14
ITSAB658	2022-02-04	15270	4.08	4.07	4.08	4.07	4.07
BBDCB183	2022-02-04	1292200	3.08	3.08	3.08	3.08	3.08
CIELB190	2022-02-04	8600	0.57	0.57	0.57	0.57	0.57
ITSAO970	2022-02-04	884926	0.04	0.03	0.05	0.04	0.03
CIELO399	2022-02-04	31700	1.62	1.62	1.62	1.62	1.62
ITUBD249	2022-02-04	12000	2.05	2.05	2.05	2.05	2.05
CIELB235	2022-02-04	998800	0.1	0.04	0.15	0.1	0.12
BBDCN201	2022-02-04	601800	0.37	0.26	0.4	0.3	0.28
ITUBC259	2022-02-04	804800	0.94	0.87	1.15	0.99	1.02
ITUBD256	2022-02-04	228600	1.49	1.39	1.63	1.46	1.63
ITUBO249	2022-02-04	602100	0.63	0.5	0.63	0.56	0.52
BMEB4F	2022-02-04	-	10.97	10.7	11.94	11	10.7
BBDCL351	2022-02-04	100000	0.95	0.94	0.95	0.94	0.94
CIELB360	2022-02-04	63000	0.01	0.01	0.01	0.01	0.01
BBDCB182	2022-02-04	114500	0.95	0.95	0.96	0.95	0.96
BRSRO120	2022-02-04	64600	1.54	1.54	1.54	1.54	1.54
BRGE3F	2022-02-04	-	7.1	7.1	7.1	7.1	7.1
BRIV3F	2022-02-04	-	8.3	8.3	8.41	8.39	8.3
BBDCN175	2022-02-04	1648000	0.08	0.06	0.08	0.07	0.07
SANB3F	2022-02-04	-	15.13	14.97	15.3	15.15	15.24
ITUBO221	2022-02-04	440700	0.89	0.74	0.96	0.84	0.78
BBDCC180	2022-02-04	97600	1.28	1.27	1.28	1.27	1.27
ITUBB268	2022-02-04	343800	0.08	0.04	0.08	0.06	0.05
ITUBC296	2022-02-04	125600	0.08	0.08	0.08	0.08	0.08
BBDCN309	2022-02-04	4100	7.58	7.58	7.58	7.58	7.58
ITSAQ720	2022-02-04	209005	0.01	0.01	0.01	0.01	0.01
BBDCC211	2022-02-04	350200	1.4	1.4	1.95	1.84	1.95
ITUBB244	2022-02-04	2638000	1.35	1.35	1.69	1.59	1.66
ITSAN100	2022-02-04	2283409	0.08	0.03	0.09	0.06	0.04
CIELC310	2022-02-04	152500	0.02	0.02	0.03	0.02	0.02
ITUBO266	2022-02-04	707100	1.6	1.56	1.63	1.6	1.62
CIELO340	2022-02-04	94800	1.03	1	1.03	1.02	1
BBDCO274	2022-02-04	202500	3.92	3.92	3.92	3.92	3.92
BRSRB103	2022-02-04	42200	0.25	0.22	0.25	0.22	0.22
BPANB132	2022-02-04	847200	0.15	0.15	0.2	0.18	0.2
ITSAO98	2022-02-04	387000	0.22	0.13	0.22	0.19	0.13
ITUBC229	2022-02-04	828400	3.1	3.1	3.31	3.11	3.31
BRAPN275	2022-02-04	9000	0.29	0.29	0.29	0.29	0.29
BRIV3	2022-02-04	-	8.5	8.02	8.5	8.14	8.02
ITSAC916	2022-02-04	318000	1.13	1.13	1.13	1.13	1.13
BBDCN182	2022-02-04	60100	0.15	0.15	0.15	0.15	0.15
ITUBB198	2022-02-04	1938300	4.52	4.52	4.52	4.52	4.52
BBDCN223	2022-02-04	571700	0.48	0.32	0.48	0.36	0.35
ITUBC199	2022-02-04	1357100	3.82	3.76	3.82	3.79	3.76
BRAPN270	2022-02-04	6100	0.32	0.2	0.32	0.25	0.2
CIELN245	2022-02-04	920100	0.15	0.1	0.15	0.11	0.13
BBDCC23	2022-02-04	2039800	0.8	0.8	0.97	0.9	0.93
ITUBN239	2022-02-04	1566100	0.13	0.1	0.15	0.1	0.12
CIELC249	2022-02-04	615900	0.09	0.09	0.15	0.12	0.12
ITSAO103	2022-02-04	101900	0.32	0.23	0.32	0.26	0.23
ITUBD276	2022-02-04	1505200	0.6	0.6	0.65	0.6	0.6
BBDCC259	2022-02-04	473600	0.12	0.12	0.17	0.14	0.15
CIELC160	2022-02-04	-	0.8	0.8	0.82	0.81	0.82
BNBR3	2022-02-04	-	70	70	70	70	70
ITUBO244	2022-02-04	1154700	0.47	0.37	0.51	0.4	0.42
ITUBC253	2022-02-04	1857300	0.65	0.62	0.76	0.69	0.66
BBDCC229	2022-02-04	1106300	1.05	1.03	1.27	1.17	1.22
BBDCO139	2022-02-04	123100	0.04	0.04	0.04	0.04	0.04
CIELN310	2022-02-04	45400	0.7	0.7	0.7	0.7	0.7
BBDC3	2022-02-04	-	18.65	18.58	18.87	18.74	18.77
ITSAB105	2022-02-04	6172894	0.15	0.14	0.28	0.2	0.28
ITSAN115	2022-02-04	1558949	0.62	0.39	0.65	0.5	0.39
ITUBN269	2022-02-04	195900	1.3	1.3	1.3	1.3	1.3
BBDCC226	2022-02-04	1139700	1.31	1.31	1.7	1.39	1.39
ITUBB239	2022-02-04	2250000	1.88	1.88	2.23	2.16	2.07
ITUBB234	2022-02-04	3624100	2.3	2.07	2.66	2.53	2.4
BBDCV240	2022-02-04	4025700	1.81	1.81	1.81	1.81	1.81
CIELF249	2022-02-04	3200	0.2	0.2	0.25	0.22	0.23
RPAD3F	2022-02-04	-	6.38	6	6.39	6.33	6
ITUBP266	2022-02-04	50000	2.03	2.03	2.06	2.05	2.06
ITUBH284	2022-02-04	30000	1.35	1.35	1.35	1.35	1.35
BRAPO255	2022-02-04	1003800	0.3	0.3	0.3	0.3	0.3
ITUBC213	2022-02-04	1475900	1.2	1.2	1.59	1.44	1.51
BRAP3	2022-02-04	-	25.42	25.34	25.93	25.59	25.77
ITUBC231	2022-02-04	462500	2.95	2.95	3.1	3.04	3.05
UGPAB143	2022-02-04	155700	0.72	0.6	0.79	0.68	0.66
ITUBO226	2022-02-04	182700	1.03	1.01	1.07	1.04	1.01
BBDCD254	2022-02-04	4600	0.6	0.3	0.6	0.44	0.4
CIELN280	2022-02-04	72800	0.43	0.4	0.43	0.41	0.41
BBDCO241	2022-02-04	138700	2.17	2.17	2.18	2.17	2.18
ITUBB276	2022-02-04	511100	0.03	0.02	0.03	0.02	0.02
BBDCN177	2022-02-04	538300	0.08	0.08	0.08	0.08	0.08
SANBP304	2022-02-04	27700	0.98	0.98	0.98	0.98	0.98
ITUBO309	2022-02-04	12700	5	5	5	5	5
BBDCB251	2022-02-04	882800	0.04	0.04	0.05	0.04	0.04
BBDCN208	2022-02-04	2651100	0.11	0.08	0.12	0.08	0.08
UGPAN148	2022-02-04	104000	0.67	0.61	0.67	0.65	0.61
BBDCP188	2022-02-04	116900	0.1	0.1	0.33	0.28	0.31
ITUBC281	2022-02-04	307000	0.22	0.22	0.28	0.25	0.24
ITUBC273	2022-02-04	279900	0.34	0.32	0.4	0.34	0.35
ITUBP249	2022-02-04	8200	0.77	0.77	0.77	0.77	0.77
BBDCN259	2022-02-04	310800	2.65	2.6	2.65	2.61	2.6
CIELB280	2022-02-04	896600	0.01	0.01	0.02	0.01	0.01
BRSRN985	2022-02-04	59800	0.13	0.09	0.13	0.11	0.1
ITUBB254	2022-02-04	10843200	0.7	0.67	1	0.86	0.84
ITSAC120	2022-02-04	1182222	0.04	0.03	0.05	0.03	0.05
BBDCC208	2022-02-04	519900	0.68	0.68	0.82	0.75	0.8
ITUBB224	2022-02-04	1618900	3.59	3.46	3.59	3.48	3.46
ITSAO112	2022-02-04	342969	0.5	0.33	0.5	0.39	0.33
ITUBB249	2022-02-04	4393900	1.24	1	1.37	1.2	1.18
ITUBB266	2022-02-04	918800	0.14	0.14	0.19	0.16	0.15
BBDCO184	2022-02-04	311900	0.31	0.25	0.31	0.28	0.28
UGPAC153	2022-02-04	48500	0.6	0.59	0.6	0.59	0.59
BBDCD269	2022-02-04	-	0.17	0.17	0.18	0.17	0.18
BBDCD188	2022-02-04	-	3.16	3.16	3.16	3.16	3.16
ITSAN885	2022-02-04	505475	0.01	0.01	0.01	0.01	0.01
ITUBB273	2022-02-04	262300	0.06	0.06	0.1	0.09	0.08
ITUBB226	2022-02-04	587700	3.25	3.25	3.25	3.25	3.25
CIELE485	2022-02-04	175900	0.02	0.02	0.02	0.02	0.02
ITSAD102	2022-02-04	50800	0.46	0.46	0.58	0.47	0.58
ITUBN203	2022-02-04	824500	0.4	0.29	0.46	0.36	0.31
BRSRN108	2022-02-04	1800	0.35	0.35	0.35	0.35	0.35
ITSAB965	2022-02-04	442006	1.2	1.15	1.2	1.19	1.2
ITUBN185	2022-02-04	1187500	0.18	0.12	0.18	0.13	0.13
ITUBE278	2022-02-04	-	0.34	0.34	0.34	0.34	0.34
ITSA4F	2022-02-04	-	10.07	9.99	10.38	10.16	10.38
CIELN295	2022-02-04	211200	0.58	0.52	0.58	0.55	0.52
BMEB4	2022-02-04	-	11.2	10.8	11.2	10.92	10.8
ITUBO203	2022-02-04	2087700	0.12	0.11	0.13	0.11	0.11
BBDCF220	2022-02-04	127700	5.75	5.75	5.75	5.75	5.75
CIELD310	2022-02-04	44300	0.03	0.03	0.04	0.03	0.04
CIELB295	2022-02-04	300000	0.01	0.01	0.01	0.01	0.01
SANBC335	2022-02-04	25100	0.86	0.86	0.86	0.86	0.86
BRSR6F	2022-02-04	-	10.32	10.14	10.39	10.2	10.3
ITSAN960	2022-02-04	2258700	0.04	0.02	0.05	0.02	0.03
BBDCO219	2022-02-04	177400	0.58	0.46	0.58	0.48	0.5
BBDCC231	2022-02-04	1692500	0.9	0.86	1.1	1.03	1.09
SANBC345	2022-02-04	28600	0.6	0.6	0.6	0.6	0.6
BBDCC184	2022-02-04	415600	2.28	2.26	2.29	2.27	2.27
BBDCC191	2022-02-04	40400	2.5	2.5	2.5	2.5	2.5
ITUBC249	2022-02-04	644800	1.45	1.43	1.77	1.56	1.61
BRAPO275	2022-02-04	51500	0.82	0.75	0.82	0.79	0.81
UGPAO138	2022-02-04	166200	0.47	0.47	0.59	0.53	0.55
CIELO290	2022-02-04	28000	0.55	0.42	0.55	0.5	0.49
CIELB270	2022-02-04	511900	0.02	0.02	0.02	0.02	0.02
ITSAL117	2022-02-04	65428	1.05	1.05	1.05	1.05	1.05
BBDCK24	2022-02-04	2100	5.65	5.56	5.65	5.57	5.57
BBDCN189	2022-02-04	5137600	0.02	0.02	0.02	0.02	0.02
BBDCN194	2022-02-04	785700	0.02	0.02	0.02	0.02	0.02
ITUBP259	2022-02-04	1600	1.11	1.11	1.11	1.11	1.11
BBDCC219	2022-02-04	3702900	1.35	1.35	1.6	1.51	1.57
ITSAD107	2022-02-04	71000	0.32	0.32	0.32	0.32	0.32
UGPAN143	2022-02-04	47600	0.45	0.39	0.46	0.44	0.39
ITUBO254	2022-02-04	235200	0.83	0.66	0.83	0.71	0.72
BMIN4F	2022-02-04	-	18.69	18.65	18.7	18.68	18.7
ITUBO239	2022-02-04	251600	0.35	0.3	0.35	0.32	0.31
BBDCN184	2022-02-04	3136300	0.01	0.01	0.01	0.01	0.01
ITUBN234	2022-02-04	1005900	0.09	0.06	0.1	0.07	0.06
ITUBN195	2022-02-04	304100	0.27	0.19	0.29	0.23	0.21
UGPAN153	2022-02-04	35700	0.88	0.85	1.07	0.92	0.95
ITSAC103	2022-02-04	174900	0.29	0.29	0.42	0.31	0.42
ITUBH294	2022-02-04	-	1.2	1.2	1.2	1.2	1.2
BNBR3F	2022-02-04	-	69.04	68.1	70.5	68.48	70.5
BRSRN935	2022-02-04	9600	0.04	0.03	0.04	0.03	0.03
BRAPC280	2022-02-04	246100	1.85	1.85	1.87	1.86	1.87
BRAPB295	2022-02-04	196700	0.42	0.38	0.45	0.41	0.38
BBDCO228	2022-02-04	62800	1.96	1.86	1.96	1.91	1.9
BRAPB275	2022-02-04	63100	1.55	1.52	1.55	1.54	1.52
BBDCO234	2022-02-04	87000	1.6	1.45	1.6	1.5	1.52
BBDCG298	2022-02-04	3128500	0.37	0.37	0.37	0.37	0.37
BRAPO225	2022-02-04	17500	0.12	0.09	0.12	0.1	0.09
ITUBP244	2022-02-04	22200	0.55	0.55	0.56	0.55	0.56
ITUB3	2022-02-04	-	22.21	22.08	22.44	22.29	22.34
ITUBC239	2022-02-04	1521200	2.2	2.2	2.54	2.45	2.44
BBDCB187	2022-02-04	117700	0.59	0.59	0.62	0.6	0.62
BRSRB108	2022-02-04	200400	0.08	0.08	0.09	0.08	0.09
CIELC270	2022-02-04	555700	0.04	0.04	0.08	0.05	0.07
ITSAC940	2022-02-04	831800	0.76	0.76	0.95	0.83	0.95
ITUBQ291	2022-02-04	270000	3.28	3.28	3.32	3.3	3.31
ITUBD254	2022-02-04	172600	1.57	1.57	1.81	1.77	1.81
UGPAC173	2022-02-04	151800	0.19	0.18	0.19	0.18	0.18
BPANN900	2022-02-04	937300	0.48	0.33	0.55	0.5	0.33
BBDCN236	2022-02-04	228500	0.72	0.71	0.72	0.71	0.71
ITSAP947	2022-02-04	13400	0.1	0.1	0.1	0.1	0.1
BBDCE239	2022-02-04	123600	1.45	1.45	1.45	1.45	1.45
BBDCB223	2022-02-04	13061600	0.65	0.59	0.86	0.77	0.79
ITSAB115	2022-02-04	5365825	0.03	0.02	0.06	0.04	0.06
BBDCN224	2022-02-04	800000	0.28	0.2	0.32	0.23	0.22
CIELB199	2022-02-04	254700	0.39	0.39	0.39	0.39	0.39
BBDCC218	2022-02-04	5255300	0.4	0.4	0.51	0.45	0.51
CIELN199	2022-02-04	637600	0.01	0.01	0.01	0.01	0.01
ITSAN985	2022-02-04	2244208	0.02	0.01	0.02	0.01	0.01
CIELC299	2022-02-04	54200	0.03	0.03	0.03	0.03	0.03
BBDCR28	2022-02-04	6502700	3.69	3.69	3.69	3.69	3.69
ITUBI257	2022-02-04	-	0.94	0.94	0.94	0.94	0.94
BBDCN234	2022-02-04	2428100	0.75	0.52	0.76	0.6	0.56
CIELB245	2022-02-04	2054700	0.05	0.04	0.09	0.06	0.09
ITSAO115	2022-02-04	121680	0.63	0.46	0.64	0.52	0.46
ITUBO231	2022-02-04	824400	0.2	0.19	0.2	0.19	0.19
BRAPN230	2022-02-04	29300	0.03	0.03	0.03	0.03	0.03
ITUBO259	2022-02-04	46400	1.04	0.87	1.04	0.93	0.91
ITUBB203	2022-02-04	1055200	0.86	0.83	1.03	0.87	1.03
BAZA3	2022-02-04	-	39.21	38.5	39.21	38.95	38.5
ITSAO850	2022-02-04	1637484	0.02	0.01	0.02	0.01	0.01
BBDC3F	2022-02-04	-	18.7	18.59	18.87	18.75	18.85
ITSA3	2022-02-04	-	10.11	10.11	10.34	10.25	10.32
CIELC240	2022-02-04	1268800	0.12	0.12	0.19	0.16	0.16
BBDCB246	2022-02-04	1159500	0.08	0.08	0.1	0.09	0.1
ITSAN991	2022-02-04	530400	0.14	0.07	0.15	0.12	0.07
BRAPB302	2022-02-04	769900	0.2	0.2	0.26	0.2	0.26
BBDCO180	2022-02-04	49400	0.35	0.35	0.35	0.35	0.35
BPANB100	2022-02-04	33200	0.17	0.16	0.25	0.17	0.25
BBDCC232	2022-02-04	900	0.02	0.02	0.02	0.02	0.02
CRIV3	2022-02-04	-	5.15	5.15	5.15	5.15	5.15
BBDCB195	2022-02-04	297600	0.21	0.21	0.21	0.21	0.21
BBDCT214	2022-02-04	-	1	1	1	1	1
BBDC4	2022-02-04	-	22.74	22.62	23.1	22.92	22.93
BPAN4F	2022-02-04	-	9.22	8.81	9.28	9.11	9.16
BBDCO209	2022-02-04	1106000	0.2	0.19	0.2	0.19	0.2
ITSAO960	2022-02-04	997000	0.16	0.1	0.16	0.11	0.1
ITUBC226	2022-02-04	482300	0.77	0.76	1	0.87	0.9
BBDCN244	2022-02-04	309400	1.45	1.2	1.45	1.4	1.25
ITUBO218	2022-02-04	3056700	0.16	0.14	0.18	0.16	0.14
UGPAC158	2022-02-04	725400	0.43	0.43	0.47	0.46	0.47
ITUBB229	2022-02-04	2602800	2.95	2.95	3.09	3.07	3.08
CIELO199	2022-02-04	344500	0.03	0.03	0.03	0.03	0.03
BBDCO161	2022-02-04	200700	0.12	0.12	0.12	0.12	0.12
ITSAN119	2022-02-04	205115	0.95	0.75	0.95	0.81	0.75
SANBB327	2022-02-04	114700	0.53	0.5	0.69	0.6	0.58
BSLI4F	2022-02-04	-	27.01	27.01	29.29	27.72	27.46
BRAPC290	2022-02-04	246200	1.21	1.21	1.23	1.21	1.23
ITSAK130	2022-02-04	103168	1.47	1.47	1.54	1.47	1.53
BGIP4	2022-02-04	-	23.58	23	23.58	23.22	23.13
ITUBP218	2022-02-04	33100	0.5	0.5	0.5	0.5	0.5
BRAPO285	2022-02-04	45800	1.3	1.05	1.3	1.11	1.06
SANBC340	2022-02-04	8800	0.61	0.61	0.72	0.67	0.72
ITSAB110	2022-02-04	100805	1.5	1.5	1.6	1.54	1.55
BBDCN264	2022-02-04	43900	3.09	3.09	3.09	3.09	3.09
ITUBB259	2022-02-04	2502500	0.46	0.44	0.69	0.58	0.56
ITUBN254	2022-02-04	834300	0.54	0.36	0.55	0.41	0.42
CIELO190	2022-02-04	113800	0.02	0.02	0.02	0.02	0.02
CIELN230	2022-02-04	755700	0.08	0.04	0.08	0.05	0.05
ITSAC920	2022-02-04	47200	0.94	0.94	1.05	0.95	1
BBDCC249	2022-02-04	168400	0.11	0.11	0.12	0.11	0.12
BBDCW245	2022-02-04	3011800	2.02	2.02	2.02	2.02	2.02
ITSAU99	2022-02-04	60340	0.58	0.58	0.58	0.58	0.58
BBDCP325	2022-02-04	41000	9.35	9.15	9.35	9.21	9.2
ITUBO213	2022-02-04	207600	0.7	0.59	0.73	0.62	0.6
BBDCB239	2022-02-04	1909400	0.22	0.2	0.32	0.26	0.29
BEES3F	2022-02-04	-	5	5	5.08	5.03	5.05
UGPAB148	2022-02-04	144300	0.49	0.35	0.49	0.4	0.38
ITSAN926	2022-02-04	774300	0.01	0.01	0.01	0.01	0.01
UGPAN123	2022-02-04	234300	0.02	0.02	0.05	0.03	0.04
BBDCB221	2022-02-04	1444500	1.23	1.22	1.34	1.23	1.33
BRAPC275	2022-02-04	300800	2	2	2.2	2.07	2.2
BRAPC270	2022-02-04	341100	2.25	2.25	2.25	2.25	2.25
BBDCB242	2022-02-04	30000	0.01	0.01	0.01	0.01	0.01
ITUBO229	2022-02-04	792200	0.18	0.15	0.18	0.16	0.15
BBDCC190	2022-02-04	91000	0.72	0.66	0.72	0.68	0.7
SANBB362	2022-02-04	43500	0.16	0.16	0.16	0.16	0.16
ITUBB175	2022-02-04	4713600	2.35	2.14	2.35	2.33	2.3
BBDCC239	2022-02-04	514800	0.55	0.55	0.72	0.66	0.69
BBDCB236	2022-02-04	5169200	0.3	0.26	0.42	0.34	0.38
BBDCB188	2022-02-04	3467000	2.88	2.71	2.94	2.87	2.93
BBDCF300	2022-02-04	6633000	0.25	0.22	0.29	0.24	0.22
ITSAO120	2022-02-04	134547	1.01	0.8	1.01	0.99	0.8
BRSRN103	2022-02-04	31700	0.26	0.26	0.32	0.28	0.3
UGPAO148	2022-02-04	90900	0.98	0.98	0.98	0.98	0.98
BBDCC209	2022-02-04	6226600	2.68	2.49	2.78	2.72	2.74
SANB4F	2022-02-04	-	16.95	16.75	17.28	17.04	17.09
CIELD249	2022-02-04	8000	0.11	0.11	0.16	0.13	0.14
BBDCN219	2022-02-04	2220500	0.18	0.12	0.19	0.15	0.14
CIELB210	2022-02-04	1171100	0.19	0.19	0.35	0.26	0.32
SANBN307	2022-02-04	116100	0.22	0.22	0.23	0.22	0.23
ITUBN278	2022-02-04	84200	2.28	2.25	2.32	2.29	2.32
ITSAN920	2022-02-04	891081	0.01	0.01	0.01	0.01	0.01
SANBB312	2022-02-04	18800	1.35	1.35	1.52	1.36	1.52
BBDCB197	2022-02-04	2410400	0.14	0.13	0.16	0.14	0.16
CIELN270	2022-02-04	14300	0.35	0.32	0.35	0.33	0.32
ITSAC115	2022-02-04	4273670	0.11	0.1	0.17	0.12	0.17
ITSAB991	2022-02-04	689600	0.3	0.29	0.44	0.37	0.44
ITSAB100	2022-02-04	2963646	0.45	0.42	0.65	0.54	0.65
CIELB220	2022-02-04	1659700	0.19	0.18	0.27	0.22	0.22
ITUBB195	2022-02-04	845600	1.21	1.21	1.79	1.34	1.35
ITUBQ273	2022-02-04	10000	2.52	2.46	2.54	2.48	2.46
BMIN3	2022-02-04	-	20	20	20	20	20
ITUBD251	2022-02-04	100000	1.21	1.17	1.29	1.2	1.29
BGIP3	2022-02-04	-	34	33.12	34	33.34	33.12
ITUBN199	2022-02-04	465600	0.01	0.01	0.01	0.01	0.01
BBDCN192	2022-02-04	37100	0.63	0.51	0.63	0.55	0.51
ITUBP256	2022-02-04	25400	1.01	1.01	1.01	1.01	1.01
BBDCN269	2022-02-04	158500	3.75	3.75	3.77	3.76	3.77
BRIV4	2022-02-04	-	8.1	7.5	8.1	7.63	7.9
BMIN4	2022-02-04	-	17.66	17.5	18.8	17.81	18.8
CIELD270	2022-02-04	5400	0.05	0.05	0.09	0.07	0.09
BBDCB194	2022-02-04	5468300	3.7	3.7	3.75	3.72	3.75
CIELN380	2022-02-04	388800	1.4	1.35	1.43	1.42	1.35
BBDCP234	2022-02-04	7200	1.31	1.19	1.32	1.22	1.2
ITUBC234	2022-02-04	1689200	2.9	2.9	2.9	2.9	2.9
CIELJ630	2022-02-04	612300	0.04	0.04	0.04	0.04	0.04
UGPAF150	2022-02-04	3100	1.52	1.51	1.52	1.51	1.51
UGPA3F	2022-02-04	-	14.85	14.36	14.99	14.54	14.37
BBDCO174	2022-02-04	592300	0.11	0.09	0.11	0.09	0.11
ITSAD104	2022-02-04	25700	0.34	0.34	0.44	0.42	0.44
BBDCB254	2022-02-04	1055300	0.03	0.02	0.03	0.02	0.03
UGPAN138	2022-02-04	124300	0.25	0.25	0.25	0.25	0.25
BBDCG261	2022-02-04	2162800	1.12	1.12	1.12	1.12	1.12
CIELX300	2022-02-04	427300	0.68	0.65	0.68	0.67	0.65
ITSAN125	2022-02-04	58970	1.95	1.8	2.05	1.91	1.91
BRAPN260	2022-02-04	92100	0.14	0.14	0.14	0.14	0.14
BBDCO208	2022-02-04	57500	0.93	0.93	0.96	0.94	0.94
ITSAG142	2022-02-04	1200	0.08	0.08	0.08	0.08	0.08
BBDCS27	2022-02-04	3011000	3.56	3.56	3.56	3.56	3.56
ITSA4	2022-02-04	-	10.02	9.98	10.31	10.16	10.27
BPAN4	2022-02-04	-	9.21	8.8	9.28	9.11	9.21
BBDCN221	2022-02-04	1254600	0.22	0.16	0.25	0.18	0.17
BRSRO106	2022-02-04	57400	0.65	0.4	0.65	0.58	0.58
BRAPO250	2022-02-04	1009600	0.29	0.25	0.29	0.26	0.25
BBDCO175	2022-02-04	45800	0.23	0.23	0.25	0.24	0.25
BBDCC256	2022-02-04	407200	0.17	0.17	0.17	0.17	0.17
BSLI4	2022-02-04	-	27.5	27.5	27.5	27.5	27.5
CIELL300	2022-02-04	298800	0.6	0.59	0.65	0.61	0.62
SANBB272	2022-02-04	5000	5.11	5.11	5.11	5.11	5.11
ABCB4F	2022-02-04	-	16.05	15.99	16.68	16.49	16.68
CIELB285	2022-02-04	327200	0.01	0.01	0.01	0.01	0.01
ITUBN249	2022-02-04	489800	0.44	0.23	0.44	0.28	0.25
CIELL140	2022-02-04	19500	0.02	0.02	0.02	0.02	0.02
ITUBN226	2022-02-04	1966900	0.05	0.04	0.05	0.04	0.04
ITUBB206	2022-02-04	141700	4.05	4.05	4.25	4.14	4.25
CIELN390	2022-02-04	106900	1.49	1.49	1.5	1.49	1.49
BBDCD236	2022-02-04	3100	0.92	0.85	1.05	0.96	1.05
SANBN292	2022-02-04	37100	0.09	0.08	0.09	0.08	0.08
BBDCF234	2022-02-04	576400	2	2	2	2	2
BBDCH264	2022-02-04	-	1	1	1	1	1
CIEL3	2022-02-04	-	2.21	2.2	2.38	2.3	2.33
SANBB337	2022-02-04	133500	0.24	0.2	0.34	0.27	0.34
BEES3	2022-02-04	-	5.02	4.99	5.08	5.02	5
BBDCB244	2022-02-04	3352900	0.1	0.1	0.16	0.13	0.14
BBDCO171	2022-02-04	198700	0.06	0.05	0.06	0.05	0.05
ITUBP254	2022-02-04	81000	0.9	0.85	0.91	0.87	0.85
BBDCB175	2022-02-04	1353400	1.95	1.95	2.23	2.09	2.23
CRIV4F	2022-02-04	-	5.7	5.52	6.09	5.77	6.09
BBDCB172	2022-02-04	69100	1.85	1.85	1.85	1.85	1.85
ITUBL275	2022-02-04	11600	3.2	3.2	3.28	3.25	3.28
CIELC260	2022-02-04	908200	0.06	0.06	0.11	0.09	0.09
ITUBC274	2022-02-04	383100	0.39	0.39	0.46	0.43	0.44
ITSAO940	2022-02-04	372900	0.11	0.07	0.11	0.08	0.07
CIELL145	2022-02-04	14000	0.02	0.01	0.02	0.01	0.01
UGPAF170	2022-02-04	53200	0.85	0.84	0.85	0.84	0.84
BBDCO239	2022-02-04	68000	1.17	1.09	1.29	1.19	1.1
ITSAC960	2022-02-04	562500	0.65	0.59	0.65	0.64	0.59
CIEL3F	2022-02-04	-	2.2	2.19	2.38	2.31	2.35
ITUBO234	2022-02-04	181300	0.27	0.22	0.27	0.26	0.22
BBDCB234	2022-02-04	3842000	0.42	0.35	0.55	0.5	0.51
BBDCB256	2022-02-04	385100	0.02	0.02	0.03	0.02	0.03
ITUBC269	2022-02-04	507400	0.53	0.49	0.64	0.54	0.57
CIELB265	2022-02-04	620800	0.02	0.01	0.04	0.02	0.03
CIELP310	2022-02-04	6100	0.79	0.75	0.79	0.75	0.75
BBDCC216	2022-02-04	250700	1.6	1.6	1.7	1.62	1.7
BBDCN242	2022-02-04	1000	5.23	5.23	5.23	5.23	5.23
ITUBP233	2022-02-04	7000	0.8	0.8	0.83	0.81	0.83
